,0,1
0,0.41462562466627456,0.0
1,0.5425047787679371,0.0
2,0.3851612787909025,0.0
3,0.14048714816763191,0.0
4,0.549468554513921,0.0
5,0.39366961792956306,0.0
6,0.3624332486969131,0.0
7,0.05669564086077186,0.0
8,0.5910740080548184,0.0
9,0.47468268285440296,0.0
10,0.06580981390323662,0.0
11,0.4344407686122931,0.0
12,0.04602891837314054,0.0
13,0.5248497474224192,0.0
14,0.12750104292185507,0.0
15,0.4208672331225425,0.0
16,0.42778923491917525,0.0
17,0.02720832872948844,0.0
18,0.35878047532540025,0.0
19,0.12859263282452646,0.0
20,0.04107821767518998,0.0
21,0.4346580203630919,0.0
22,0.02659422935343916,0.0
23,0.3947694075327824,0.0
24,0.03836681728580698,0.0
25,0.09469843178553987,0.0
26,0.13693181423086268,0.0
27,0.5042413797897031,0.0
28,0.3635915850624133,0.0
29,0.4104645297017133,0.0
30,0.46157200979465474,0.0
31,0.0353607576330709,0.0
32,0.05273634950490529,0.0
33,0.5595424512893923,0.0
34,0.3751581401661581,0.0
35,0.41333089628995545,0.0
36,0.41516475166130085,0.0
37,0.03395757898306324,0.0
38,0.5595523236021313,0.0
39,0.40909428674143733,0.0
40,0.39985336968376123,0.0
41,0.10214591401619623,0.0
42,0.5504396032136677,0.0
43,0.06192867871313453,0.0
44,0.4625897469931857,0.0
45,0.35754380250882667,0.0
46,0.5663995274863611,0.0
47,0.4550946251768838,0.0
48,0.12994007685860945,0.0
49,0.5095242234830941,0.0
50,0.4896643662219088,0.0
51,0.5858647970201019,0.0
52,0.45836638788669254,0.0
53,0.030635617987622772,0.0
54,0.582724634111088,0.0
55,0.5243322026084274,0.0
56,0.43894054862081605,0.0
57,0.06066720818648174,0.0
58,0.14677347810249752,0.0
59,0.06026455616703974,0.0
60,0.055958445228784515,0.0
61,0.027113342862647133,0.0
62,0.4551535217660157,0.0
63,0.42571970302053513,0.0
64,0.3869015964058231,0.0
65,0.42733542876068453,0.0
66,0.08119618358613585,0.0
67,0.4532353373192199,0.0
68,0.45016550863795124,0.0
69,0.4896702172183433,0.0
70,0.0514826866661422,0.0
71,0.3712077396830964,0.0
72,0.5639729648422265,0.0
73,0.453301552848636,0.0
74,0.5571603300865878,0.0
75,0.39169210739160987,0.0
76,0.5287328973697433,0.0
77,0.45137845480833644,0.0
78,0.37599546498484065,0.0
79,0.5055071322916644,0.0
80,0.14467072158988822,0.0
81,0.05727624348534736,0.0
82,0.5484817918756498,0.0
83,0.5541363772163527,0.0
84,0.4290353280727937,0.0
85,0.5003562357719028,0.0
86,0.5246384624918483,0.0
87,0.45644829552414967,0.0
88,0.13694326698471143,0.0
89,0.5538286191165411,0.0
90,0.40263293919077736,0.0
91,0.07900456207107971,0.0
92,0.551389457073744,0.0
93,0.05491314632815439,0.0
94,0.49677853488501483,0.0
95,0.1256083770118567,0.0
96,0.5203321766704035,0.0
97,0.07784310094375733,0.0
98,0.379769886746704,0.0
99,0.48125734047092733,0.0
100,0.38242926304679337,0.0
101,0.03970634881321674,0.0
102,0.35797056346328254,0.0
103,0.3642062891281478,0.0
104,0.4333689466461497,0.0
105,0.13909494106279555,0.0
106,0.1757039828025218,0.0
107,0.05383340990876908,0.0
108,0.39382378221012904,0.0
109,0.03372880852563662,0.0
110,0.029132555164287123,0.0
111,0.035486201020036856,0.0
112,0.39065471238615984,0.0
113,0.502287369107251,0.0
114,0.4019809821653967,0.0
115,0.028241298353865726,0.0
116,0.14987952813133693,0.0
117,0.41194441830017975,0.0
118,0.3890763003249828,0.0
119,0.3818505144533208,0.0
120,0.13865290400836622,0.0
121,0.08850050028320458,0.0
122,0.4851834112536634,0.0
123,0.5324286806932147,0.0
124,0.10216121306001352,0.0
125,0.17326212050731957,0.0
126,0.38868027213865064,0.0
127,0.13955193823981055,0.0
128,0.16722757826498158,0.0
129,0.06319892431250979,0.0
130,0.09649574670776959,0.0
131,0.560664981282996,0.0
132,0.03672291153879414,0.0
133,0.05983198305505798,0.0
134,0.02186395515135258,0.0
135,0.3736432816913163,0.0
136,0.4173100723635222,0.0
137,0.2295048355453555,0.0
138,0.45555358568877324,0.0
139,0.022141278743485905,0.0
140,0.451718217980733,0.0
141,0.4971416492626992,0.0
142,0.05315368779046866,0.0
143,0.5581781845604173,0.0
144,0.17309241778919757,0.0
145,0.5628119935400221,0.0
146,0.5030430898372892,0.0
147,0.41723477258358954,0.0
148,0.3956113398098658,0.0
149,0.5090046877591389,0.0
150,0.040398762302918785,0.0
151,0.1123871773267792,0.0
152,0.3890888026209578,0.0
153,0.5325946886267074,0.0
154,0.10043427966607474,0.0
155,0.5544733534004659,0.0
156,0.037604516677719156,0.0
