,0,1,2,m,alpha
128,-1.151980004157762,-0.3335236637442671,0.0,2,0.6
129,-0.6474670827427281,0.1095121978442013,0.0,2,0.6
130,-0.5663773134505572,-0.08076947741460254,0.0,2,0.6
131,-0.886122418204344,-0.4364660981009809,0.0,2,0.6
132,-0.4834033349697476,0.1309864027260062,0.0,2,0.6
133,-0.5951788368169446,-0.0446189202985862,0.0,2,0.6
134,-1.2194026369633615,-0.6108466974762988,0.0,2,0.6
135,-0.402344448702297,-0.10739729050410138,0.0,2,0.6
136,-1.1333399732881124,-0.3371232590714911,0.0,2,0.6
137,-1.217759885155941,-0.5911597718170084,0.0,2,0.6
138,-0.7870525038741956,0.16371528996555965,0.0,2,0.6
139,-1.41689310433227,-1.0192126013571523,0.0,2,0.6
140,-0.7892893591218064,0.15868164799479684,0.0,2,0.6
141,-1.2992458341428246,-0.30734944407233206,0.0,2,0.6
142,-0.9655992511129226,-0.25422851189689455,0.0,2,0.6
143,-0.38308589476396443,-0.299472784784434,0.0,2,0.6
144,-0.7719210370445438,0.2779210258871466,0.0,2,0.6
145,-0.3293183689463685,-0.3026759835764608,0.0,2,0.6
146,-1.3777459744619447,-0.7457569817359871,0.0,2,0.6
147,-1.2091679981587535,-0.32208942962235726,0.0,2,0.6
148,-1.3687603899282574,-0.7412061569853026,0.0,2,0.6
149,-1.2569611506435987,-0.824430519951149,0.0,2,0.6
150,-0.5582749077567896,-0.07999113931144129,0.0,2,0.6
151,-0.5516266331062385,0.09670035437725509,0.0,2,0.6
152,-0.9166060560765869,-0.3908515164665136,0.0,2,0.6
153,-1.1323078240167221,-0.2174659291532567,0.0,2,0.6
154,-1.0117448550507901,-0.18695732817232014,0.0,2,0.6
155,-0.9256064947372837,-0.3040479239509306,0.0,2,0.6
156,-0.492683351710167,0.42688382083725934,0.0,2,0.6
157,-1.2097968417738316,-0.2758735094146973,0.0,2,0.6
158,-0.7064080260273116,-0.8596350100416311,0.0,2,0.6
159,-1.1369624049395344,-0.37262666138558853,0.0,2,0.6
160,-0.7199180790791255,0.07335195674713274,0.0,2,0.6
161,-0.625460255618348,0.3970338656115521,0.0,2,0.6
162,-1.164117208201471,-0.08323537081050501,0.0,2,0.6
163,-0.6369841772279208,-0.1358633311911449,0.0,2,0.6
164,-1.300376842530259,-0.2862536567960074,0.0,2,0.6
165,-0.7765842852362824,-0.4772876847828734,0.0,2,0.6
166,-0.42897512198284393,-0.05554054928345895,0.0,2,0.6
167,-1.0187828427666188,0.27921069922897784,0.0,2,0.6
168,-1.2585042495862124,-0.4269825102506888,0.0,2,0.6
169,-0.4399126512013976,-0.07373494719751411,0.0,2,0.6
170,-1.268222736202376,-0.630526790524577,0.0,2,0.6
171,-0.641129171734349,0.050947168701421026,0.0,2,0.6
172,-1.228759542752656,-0.7977640734391184,0.0,2,0.6
173,-1.1581316040290384,-0.2290184118823384,0.0,2,0.6
174,-1.0689444858302073,-0.52533142835056,0.0,2,0.6
175,-1.189121667568279,-0.2811049538406757,0.0,2,0.6
176,-0.3398041800802445,-0.006501773021763592,0.0,2,0.6
177,-1.3069715796236567,-0.36417133640326727,0.0,2,0.6
178,-1.358677852805212,-0.7566818879956473,0.0,2,0.6
179,-0.6782784804880644,-0.20800029339570394,0.0,2,0.6
180,-0.9300280784519823,-0.17858482023690825,0.0,2,0.6
181,-0.8296731429591039,0.14987833908953177,0.0,2,0.6
182,-0.6126249139506148,-0.14520762288640965,0.0,2,0.6
183,-0.4361272643561246,-0.05661674866471179,0.0,2,0.6
184,-1.264236279361102,-0.48993057049060607,0.0,2,0.6
185,-0.8105974674674299,0.35397184354899786,0.0,2,0.6
186,-1.2728858949989608,-0.6297096433224715,0.0,2,0.6
187,-0.6185591638455287,-0.6348351572775586,0.0,2,0.6
188,-1.2226719913890227,-0.6436334910292533,0.0,2,0.6
189,-0.8392667528717385,0.019240254786851086,0.0,2,0.6
190,-0.6868700088617962,-0.06571530357705162,0.0,2,0.6
191,-0.878650940800119,0.10800092217789736,0.0,2,0.6
192,-0.5706091356753635,-0.2687460737732994,0.0,2,0.6
193,-0.686243724258991,-0.201499053392326,0.0,2,0.6
194,-0.18871648330781193,-0.25485050513375024,0.0,2,0.6
195,-1.2305265434042298,-0.4673206031093109,0.0,2,0.6
196,-0.4281511233601335,-0.13064393263140991,0.0,2,0.6
197,-0.6912705132405238,0.5024060007781436,0.0,2,0.6
198,-0.7282355136824236,-0.10821211917664401,0.0,2,0.6
199,-1.2858131525199548,-0.3687770400970722,0.0,2,0.6
200,-0.9831139592722112,-0.5652596278362861,0.0,2,0.6
201,-0.7095723025192783,0.05763594152007255,0.0,2,0.6
202,-1.2719723391429443,-0.6417383602384994,0.0,2,0.6
203,-0.9075566488973634,0.17329950351008258,0.0,2,0.6
204,-1.1950197979325132,-0.25361397478489134,0.0,2,0.6
205,-0.7471146851705677,-0.19580295215665777,0.0,2,0.6
206,-0.5430755099259297,0.40011330949558865,0.0,2,0.6
207,-0.934997661197935,0.0776873372321019,0.0,2,0.6
208,-1.4268406479168896,-0.9189404202412964,0.0,2,0.6
209,-1.2978018078426055,-0.3812377477758814,0.0,2,0.6
210,-0.6089881566005514,-0.13529219337982917,0.0,2,0.6
211,-1.3195622448494957,-0.3640579229321027,0.0,2,0.6
212,-1.2517070193170923,-0.4894986111594162,0.0,2,0.6
213,-0.7232214542825061,0.009975280287470856,0.0,2,0.6
214,-0.6676541787067455,0.0862992045026418,0.0,2,0.6
215,-0.4652381263185954,0.4226623177658702,0.0,2,0.6
216,-0.6304795398494213,-0.3023868724333689,0.0,2,0.6
217,-1.0933354568499676,-0.29518865615259077,0.0,2,0.6
218,-0.8132315518113147,0.27865858712025515,0.0,2,0.6
219,-1.300410075703111,-0.974954125855864,0.0,2,0.6
220,-0.5515149174243578,-0.29804561552153985,0.0,2,0.6
221,-0.7392152635652247,0.019299324093651656,0.0,2,0.6
222,-0.7038486139835638,-0.21006562067639883,0.0,2,0.6
223,-0.3919558476910541,-0.1195766436201516,0.0,2,0.6
224,-1.068689277530562,-0.6158931982320887,0.0,2,0.6
225,-0.6654467943375459,-0.182209842068094,0.0,2,0.6
226,-0.4034863935583166,-0.40671535447883145,0.0,2,0.6
227,-0.533909038278132,-0.23546042560295374,0.0,2,0.6
228,-0.9254061864765202,0.24764477734596435,0.0,2,0.6
229,-0.46269017149413894,-0.4169055185635058,0.0,2,0.6
230,-0.6858530279574737,-0.2131681443960587,0.0,2,0.6
231,-0.5213694960038138,0.3941772859486,0.0,2,0.6
232,-0.34395302213760626,-0.4509230166169958,0.0,2,0.6
233,-1.241835015108961,-0.3860002643398199,0.0,2,0.6
234,-1.2527247521655196,-0.23449411431893044,0.0,2,0.6
235,-1.0273117562930882,-0.037760174334737356,0.0,2,0.6
236,-0.6078163098798288,-0.5290514154539656,0.0,2,0.6
237,-1.069448650018198,-0.3631303571647305,0.0,2,0.6
238,-0.5823164922608596,-0.6803613690211939,0.0,2,0.6
239,-1.115103874603646,-0.07962860068746071,0.0,2,0.6
240,-1.01081482589763,0.0072777958718930665,0.0,2,0.6
241,-0.8124422352408663,-0.16765018298347173,0.0,2,0.6
242,-1.1780830297470477,-0.4867326061399471,0.0,2,0.6
243,-1.1166331144037234,-0.44171976086840814,0.0,2,0.6
244,-0.547074607350587,0.41168280216090825,0.0,2,0.6
245,-0.3044064449960865,-0.5838330610133695,0.0,2,0.6
246,-1.3711108791236641,-0.4760584727645723,0.0,2,0.6
247,-0.6383762651840014,0.3715696699185157,0.0,2,0.6
248,-0.5495028996257694,-0.3925845980159906,0.0,2,0.6
249,-0.41619890495413064,0.45224635293140836,0.0,2,0.6
250,-0.9046825319666075,0.1691211083038378,0.0,2,0.6
251,-0.6302207668605808,0.061714704394725255,0.0,2,0.6
252,-1.3150770659620412,-0.6012106602901544,0.0,2,0.6
253,-1.3604619079220763,-0.6347127008511624,0.0,2,0.6
254,-0.5779004094248614,-0.25224631559425553,0.0,2,0.6
255,-1.2474946724966036,-0.3420605048653255,0.0,2,0.6
256,-1.382412492274117,-0.7341878749021787,0.0,2,0.6
257,-0.6738052668494086,0.05643287153952758,0.0,2,0.6
258,-0.5799843203786551,-0.16450379324327083,0.0,2,0.6
259,-0.4740935412229577,0.4008493677913375,0.0,2,0.6
260,-1.3588443080793686,-0.7991905151284562,0.0,2,0.6
261,-0.6672233835056691,-0.21759548928351088,0.0,2,0.6
262,-0.48324388420768666,-0.35866020206607907,0.0,2,0.6
263,-0.9794251768891812,-0.832479766053529,0.0,2,0.6
264,-0.846090944484403,0.11359327022965675,0.0,2,0.6
265,-1.0209518084399845,-0.25496762952434615,0.0,2,0.6
266,-1.1938138958642914,-0.42754297613545494,0.0,2,0.6
267,-1.1627616125312277,-0.4030791706609356,0.0,2,0.6
268,-0.678872610639338,0.17506968596501574,0.0,2,0.6
269,-1.2464125046251797,-0.2969643121958815,0.0,2,0.6
270,-1.4300792880140873,-0.7504810730805125,0.0,2,0.6
271,-0.868454853608888,0.09245098851907038,0.0,2,0.6
272,-1.1928238861150757,-0.6350166655603313,0.0,2,0.6
273,-0.6699555403892646,0.05810067889681975,0.0,2,0.6
274,-1.453417160404374,-0.7712908691602621,0.0,2,0.6
275,-0.8255511155960636,0.003989040807210801,0.0,2,0.6
276,-1.365257496898358,-0.46626158448192656,0.0,2,0.6
277,-0.46195969691948685,-0.1823847079308482,0.0,2,0.6
278,-0.3714548810243722,-0.3731068249444586,0.0,2,0.6
279,-0.6533010905997917,-0.2854459694713576,0.0,2,0.6
280,-0.43808937021493427,-0.0029733822938435794,0.0,2,0.6
281,-0.5984053921086819,-0.09932451372454285,0.0,2,0.6
282,-0.5651277333369954,0.3954635510184408,0.0,2,0.6
283,-0.6353739715117632,-0.285459434994365,0.0,2,0.6
284,-0.44172337538675066,0.018463402892161525,0.0,2,0.6
285,-0.6193907893485022,-0.25128846192523085,0.0,2,0.6
286,-1.0886564616350205,0.21743732446791816,0.0,2,0.6
287,-0.7628854029468793,0.06772422942191711,0.0,2,0.6
288,-1.0452648677914438,-0.2259625346323054,0.0,2,0.6
289,-0.7891433815515189,-0.3218976651744612,0.0,2,0.6
290,-1.151134636965357,-0.40458744420003684,0.0,2,0.6
291,-0.9524289452157011,-0.1524062530036531,0.0,2,0.6
292,-1.209720568200979,-0.4384983932419274,0.0,2,0.6
293,-0.3031680945885041,-0.2678817094283919,0.0,2,0.6
294,-0.5414152712992465,-0.6283650854159702,0.0,2,0.6
295,-0.5668323102226864,0.40642876558619434,0.0,2,0.6
296,-0.8211438949124602,-0.32910115478868224,0.0,2,0.6
297,-0.9144398271693994,-0.19427961368159993,0.0,2,0.6
298,-1.1336972257470008,-0.7362600471286156,0.0,2,0.6
299,-1.1416595299775416,-0.3477963028937912,0.0,2,0.6
300,-0.8914601489493345,0.1519576595853996,0.0,2,0.6
301,-0.771685718227113,-0.2106377903013613,0.0,2,0.6
302,-0.9856766786141935,-0.10430859318064237,0.0,2,0.6
303,-1.006522625498475,-0.6517057114648869,0.0,2,0.6
304,-0.46493971235325826,0.426623961402082,0.0,2,0.6
305,-1.1587217037972806,-0.4627624424589761,0.0,2,0.6
306,-0.7536777576522579,0.10762776443739534,0.0,2,0.6
307,-1.1448055101642063,0.07447020957130149,0.0,2,0.6
308,-0.4238603046289522,-0.4950588122349071,0.0,2,0.6
309,-0.5550477271151834,0.3887246859266296,0.0,2,0.6
310,-0.7661626810235894,0.09224375304499957,0.0,2,0.6
311,-0.9177395600302855,0.6654633437382586,0.0,2,0.6
312,-0.21607223103647683,-0.2908083720634132,0.0,2,0.6
313,-1.2296694977836495,-0.48863559673122764,0.0,2,0.6
314,-1.0636798378333874,-0.347002636856351,0.0,2,0.6
315,-0.7179093220216961,-0.6706582438898104,0.0,2,0.6
316,-0.30485979760369813,-0.3009793434980621,0.0,2,0.6
317,-1.1731455487669435,-0.22261035876998558,0.0,2,0.6
318,-0.4552899333599636,-0.008932144438388584,0.0,2,0.6
319,-0.5711940466555645,-0.3287347825206954,0.0,2,0.6
320,-1.2133607939426403,-0.4267784330647619,0.0,2,0.6
321,-0.8609075440018459,0.2688166060993507,0.0,2,0.6
322,-1.1346110626051578,-0.3682357492701191,0.0,2,0.6
323,-0.9153147539689822,-0.1765245634628522,0.0,2,0.6
324,-1.091460235089242,-0.37145251015420805,0.0,2,0.6
325,-0.7069187073530251,-0.14888018321831498,0.0,2,0.6
326,-0.8698243930585697,0.06100521422028005,0.0,2,0.6
327,-1.024602308984049,-0.03739060192353133,0.0,2,0.6
328,-0.543228374403276,0.43488215771602423,0.0,2,0.6
329,-0.46685849722508593,-0.07607153445338598,0.0,2,0.6
330,-0.7258508318062761,0.0038162392900314285,0.0,2,0.6
331,-1.360648774116999,-0.5955182314508226,0.0,2,0.6
332,-1.2947237933937157,-0.2995021204174874,0.0,2,0.6
333,-1.3537528809120218,-0.5418697776435933,0.0,2,0.6
334,-0.4880981811322861,-0.18262566770990551,0.0,2,0.6
335,-0.7170161368034953,-0.5727610823977424,0.0,2,0.6
336,-1.2101241659849458,-0.4971273308509475,0.0,2,0.6
337,-0.612109991319266,-0.14525807866299478,0.0,2,0.6
338,-1.2386060640684353,-1.064531694914391,0.0,2,0.6
339,-1.0886796449473681,0.06942574142312515,0.0,2,0.6
340,-0.6563134954115483,0.3616845194911495,0.0,2,0.6
341,-1.4191508163322022,-0.6429862570228148,0.0,2,0.6
342,-0.9928660346145338,0.18370220820887376,0.0,2,0.6
343,-0.9554131743353339,0.3767720121203428,0.0,2,0.6
344,-0.6011296233431147,-0.12624247998892776,0.0,2,0.6
345,-0.9527097331745237,-0.39547991305890584,0.0,2,0.6
346,-0.7764706330763764,-0.30249879536412,0.0,2,0.6
347,-1.0320272053073305,-0.17497017297583664,0.0,2,0.6
348,-0.37678600218181624,-0.3919147800777247,0.0,2,0.6
349,-0.559854727594351,-0.2373197350383209,0.0,2,0.6
350,-0.5527463347482334,0.4061686781284,0.0,2,0.6
351,-1.3888342736301198,-0.8787634293591281,0.0,2,0.6
352,-0.5304854488728961,-0.5484398937637904,0.0,2,0.6
353,-1.0885798264242346,-0.7530832945309608,0.0,2,0.6
354,-0.6535043999535115,-0.2908065155137701,0.0,2,0.6
355,-1.1638683870926416,-0.46544188072060955,0.0,2,0.6
356,-1.2691160516194748,-0.19514706248318409,0.0,2,0.6
357,-1.1146674119534399,-0.10948291876912018,0.0,2,0.6
358,-0.5433729584595889,-0.1468187630447662,0.0,2,0.6
359,-0.8865828592547675,-0.05015062876818587,0.0,2,0.6
360,-1.268549500686593,-0.2117072779806273,0.0,2,0.6
361,-0.87702716190174,0.1598007507880887,0.0,2,0.6
362,-0.8809733577857518,-0.30765227910594856,0.0,2,0.6
363,-0.6070772227616972,-0.25245093168277144,0.0,2,0.6
364,-1.2951233098789972,-0.9204387691481721,0.0,2,0.6
365,-0.617593924356167,-0.2597964064060054,0.0,2,0.6
366,-1.1539999165584374,-0.4670579901080105,0.0,2,0.6
367,-0.4745358789608651,0.008872406599210658,0.0,2,0.6
368,-0.6015177470326707,-0.33275501669416757,0.0,2,0.6
369,-0.6765572153764118,-0.30336461585387603,0.0,2,0.6
370,-0.9026888546104659,-0.2211956141404371,0.0,2,0.6
371,-0.9674395167437573,-0.23048260680712407,0.0,2,0.6
372,-1.1663322017626805,-0.4182075243090389,0.0,2,0.6
373,-0.6983293099686587,-0.2239643916558732,0.0,2,0.6
374,-1.2223156941865054,-0.23946986924880778,0.0,2,0.6
375,-0.6893839075089008,0.3449609956763707,0.0,2,0.6
376,-1.2435335444934372,-0.9110544916473343,0.0,2,0.6
377,-1.2343704589215037,-0.17744926980561368,0.0,2,0.6
378,-1.170948637131832,-0.7504842478840109,0.0,2,0.6
379,-0.42067928488155687,0.449631529344747,0.0,2,0.6
380,-1.4074007172956897,-0.697840148995472,0.0,2,0.6
381,-1.0358386001293374,-0.06000773840464794,0.0,2,0.6
382,-0.4846972685703537,-0.4867290191863575,0.0,2,0.6
383,-0.875895537169386,0.06628836961853368,0.0,2,0.6
384,-1.3490003101373351,-0.5931124071290026,0.0,2,0.6
385,-0.6259728115129166,-0.26000994372829755,0.0,2,0.6
386,-0.40808925978823135,0.44724879752547714,0.0,2,0.6
387,-1.4030230634471301,-0.6321170357470939,0.0,2,0.6
388,-1.0269701753686453,0.24606382786064127,0.0,2,0.6
389,-1.2996789793036467,-0.46167206856533927,0.0,2,0.6
390,-0.4953388701047883,-0.1742369903387238,0.0,2,0.6
391,-0.7904836282108174,0.3997584473235596,0.0,2,0.6
392,-0.6088889067530455,-0.27810653795134915,0.0,2,0.6
393,-1.1514518518514971,-0.48150272042809433,0.0,2,0.6
394,-0.37517120115545366,-0.308044997679906,0.0,2,0.6
395,-0.8949820028956673,-0.0377003095292121,0.0,2,0.6
396,-0.8235199753925309,-0.04825015772017253,0.0,2,0.6
397,-0.7552561111442696,-0.017634982956477835,0.0,2,0.6
398,-1.207837823857352,-0.10925102863495559,0.0,2,0.6
399,-0.4527262077050074,0.4410891643902909,0.0,2,0.6
400,-0.9556135896036673,-0.12359123400599056,0.0,2,0.6
401,-1.4104810704268809,-0.7088100940806679,0.0,2,0.6
402,-1.123193055262887,0.03674916498638829,0.0,2,0.6
403,-0.38502363328764616,-0.1824624354104767,0.0,2,0.6
404,-0.8672299690751215,0.3429070592623268,0.0,2,0.6
405,-0.6152973809744796,-0.07867268008243031,0.0,2,0.6
406,-0.4588276690351974,0.4130213760324293,0.0,2,0.6
407,-1.1606784720119745,-0.033651314739776846,0.0,2,0.6
408,-1.0565780752923655,0.2230120465861846,0.0,2,0.6
409,-0.902276968666273,0.07257138561874417,0.0,2,0.6
410,-1.2433758733969809,-0.2490036686481618,0.0,2,0.6
411,-1.154350556721277,0.147134641002671,0.0,2,0.6
412,-0.6361953525080565,-0.15752332870194427,0.0,2,0.6
413,-1.1753444817435577,-0.017429425465728673,0.0,2,0.6
414,-1.0826290322337389,-0.39350213638905884,0.0,2,0.6
415,-0.3260452457548765,-0.44726629573849164,0.0,2,0.6
416,-1.153664192679105,-0.4583551682994559,0.0,2,0.6
417,-1.2378640071262894,-0.24582000173318694,0.0,2,0.6
418,-0.7038064375331767,-0.30806403783544617,0.0,2,0.6
419,-1.3081503862593584,-0.620788695019149,0.0,2,0.6
420,-0.546901006125842,0.3855454548836458,0.0,2,0.6
421,-1.1364089108028217,-0.2730842392322034,0.0,2,0.6
422,-0.9849633848894953,-0.06663213539950771,0.0,2,0.6
423,-0.9981974110664044,-0.01479959218129838,0.0,2,0.6
424,-1.0314226790698524,-0.15638525421059868,0.0,2,0.6
425,-0.5090686407229167,0.3913918175913372,0.0,2,0.6
426,-1.0175679971189384,-0.2189321189594928,0.0,2,0.6
427,-1.1265690162142865,-0.3174730189175697,0.0,2,0.6
428,-0.9120454014210437,0.16062542860085396,0.0,2,0.6
429,-0.5036335934361958,0.4017187901261117,0.0,2,0.6
430,-0.3130106096815776,-0.43518296442091425,0.0,2,0.6
431,-1.133836198037689,-0.19407454138525232,0.0,2,0.6
432,-0.8703800594641664,0.07622586489253376,0.0,2,0.6
433,-0.6556630425555431,-0.3678177737032768,0.0,2,0.6
434,-1.4513275871423146,-0.7814786601693456,0.0,2,0.6
435,-0.8301122405407466,-0.1486114530328848,0.0,2,0.6
436,-0.6723728132585804,-0.2943217618337413,0.0,2,0.6
437,-1.115348451904687,-0.30089662897645886,0.0,2,0.6
438,-0.9084568630092262,-0.6318414681946863,0.0,2,0.6
439,-1.1467265431982454,-0.21449041745655756,0.0,2,0.6
440,-0.789059624001285,0.3941612377510911,0.0,2,0.6
441,-0.32174321709832965,-0.32090434679874363,0.0,2,0.6
